zipcode,Number of Returns,Number of Exemptions,NUMDEP,ELDERLY,Salaries and wages amount
66052,940,1880,540,270,52656
66053,3700,7700,2570,920,207494
66054,1260,2490,730,340,52682
66056,760,1500,430,280,23616
66058,170,310,80,50,4441
66060,480,1000,310,140,17661
66061,27830,59780,21260,5730,1687162
66062,34650,72600,25320,6560,2109115
66064,2500,4950,1620,600,87303
66066,1160,2420,730,340,51219
66067,7190,14020,4400,1860,265711
66070,1140,2300,650,360,51086
66071,5750,11400,3380,1710,252550
66072,460,1010,340,130,17533
66073,1090,2140,620,330,45058
66075,920,1930,680,260,29899
66076,930,1950,600,270,36406
66078,440,860,250,120,16636
66079,360,700,190,90,13469
66080,460,950,310,140,17087
66083,4600,9890,3320,1020,259836
66085,4320,9620,3400,1070,429217
66086,4650,9640,3080,1200,236713
66087,900,1790,530,290,33730
66088,1030,2040,580,290,41867
66090,1140,2240,710,320,42156
66091,180,320,100,50,4144
66092,1920,3910,1210,510,91073
66093,270,580,190,100,7461
66094,190,350,110,40,5812
66095,420,860,250,140,15000
66097,460,940,290,140,17356
66101,4400,9790,4620,620,100487
66102,11380,26270,12270,1700,298708
66103,5710,10050,3260,760,190983
66104,11070,22630,9450,2150,292832
66105,960,2300,1130,110,22772
66106,10690,21740,8220,2100,339582
66109,11620,22930,7350,2820,571292
66111,4020,7880,2630,890,145384
66112,5970,11190,3980,1430,186203
66202,9290,14920,3330,2130,415015
66203,10010,17710,4910,2550,397458
66204,9580,16190,4340,2030,387978
66205,7210,12510,3140,1850,549170
66206,5010,10540,3300,1820,507261
66207,7090,13680,3840,2570,503417
66208,11150,20670,5570,3490,1028431
66209,10010,19410,5370,3770,895642
66210,9870,17440,4440,2690,536350
66211,2700,4600,1020,1120,313997
66212,16770,29460,8060,4630,712365
66213,14950,28960,8860,3640,1086161
66214,6350,11460,3420,1540,265638
66215,13160,23680,6250,4150,648494
66216,12560,24260,7200,3450,745378
66217,2710,4820,1250,920,171809
66218,3840,8800,3340,590,305621
66219,6370,11070,2990,1150,380003
66220,3770,8610,2990,1010,391742
66221,9610,22860,9220,1570,1195491
66223,11400,23190,7740,2420,879397
66224,5970,13590,5040,1510,835144
66226,6020,14200,5650,790,512127
66227,3190,6830,2130,950,249826
66401,840,1580,420,300,31598
66402,1400,2960,940,400,75412
66403,370,740,220,130,11536
66404,250,520,170,70,7698
66406,220,430,110,80,6558
66407,220,460,160,70,8385
66408,220,450,150,60,8523
66409,1570,3120,810,560,80329
66411,540,1100,350,180,16883
66412,160,310,80,60,5557
66413,870,1680,510,270,29958
66414,1290,2520,740,380,47457
66415,420,810,240,120,14566
66416,220,440,120,80,8322
66417,180,400,140,50,7313
66418,240,570,230,60,8437
66419,190,390,130,50,6174
66422,210,500,220,50,6888
66423,380,730,200,130,13795
66424,240,500,160,70,8421
66425,240,440,110,80,7275
66427,600,1240,350,240,22428
66428,180,340,110,60,4732
66429,310,560,130,110,10404
66431,280,560,160,90,10157
66432,180,340,80,70,6039
66434,2150,4280,1330,680,71194
66436,2660,5300,1670,820,96667
66438,150,260,80,50,4288
66439,1110,2260,750,290,31874
66440,950,1910,560,290,40138
66441,11530,23230,7520,2170,375792
66442,6010,13920,5220,20,181266
66449,360,700,190,120,11717
66451,830,1670,520,250,32303
66501,120,240,80,20,4130
66502,16200,27420,7080,3340,582649
66503,7190,14490,4180,1830,401656
66507,530,1220,460,160,23862
66508,2070,3960,1130,700,71202
66509,1140,2260,740,280,38838
66510,330,690,210,110,11053
66512,1580,3140,890,490,70830
66514,770,1660,480,210,33451
66515,220,460,150,50,6835
66516,160,350,120,40,5443
66517,710,1530,540,80,22683
66520,290,580,170,110,12328
66521,700,1450,480,240,24753
66523,1620,3220,1010,500,55452
66524,1180,2370,680,390,47333
66526,330,760,280,90,14285
66528,370,740,230,100,12473
66531,620,1320,420,180,25004
66532,270,540,140,100,8215
66533,780,1680,600,210,33477
66534,1710,3440,1090,540,72104
66535,1320,2820,960,290,61038
66536,1730,4030,1860,380,64848
66537,630,1260,380,190,22809
66538,1660,3170,960,570,60860
66539,1360,2830,890,410,67714
66540,200,440,140,80,7037
66541,110,210,60,40,2362
66542,1660,3330,900,610,76309
66543,370,730,210,150,13264
66544,170,310,80,70,4368
66546,530,1010,270,180,24161
66547,3970,8230,2660,990,184724
66548,420,900,260,130,13901
66549,780,1500,450,230,30175
66550,260,510,160,70,8796
66552,190,360,90,60,5515
66554,260,470,110,80,9474
66603,610,1140,450,100,13073
66604,11060,19400,5650,3170,369021
66605,8880,18020,6640,2310,285283
66606,5270,9020,2410,1490,175467
66607,3330,7120,3130,630,74505
66608,2360,4360,1440,600,62015
66609,3410,6480,2080,920,124052
66610,4670,9810,3010,1600,330129
66611,4860,8420,2310,1600,150840
66612,790,1400,500,150,16041
66614,15560,28290,7760,5150,624963
66615,1580,3080,820,550,82606
66616,2640,4850,1530,760,72438
66617,4320,8490,2340,1410,188340
66618,4630,9470,2920,1460,231399
66619,1400,3040,1300,190,44478
66701,4930,9940,3250,1470,154416
66710,270,570,170,80,7697
66711,240,520,170,60,7857
66712,780,1560,470,250,24636
66713,2180,4550,1550,560,72449
66716,190,430,150,60,5110
66717,210,410,110,80,6366
66720,4660,9310,2940,1450,150510
66724,420,820,260,120,12484
66725,2330,4680,1470,710,78097
66732,120,240,70,40,2996
66733,920,1850,510,310,32207
66734,160,300,80,40,5131
66735,200,390,130,40,7488
66736,1590,3280,1020,540,46166
66738,160,330,90,50,5751
66739,2090,4240,1370,520,66708
66740,180,470,200,50,5381
66743,1850,3700,1130,570,64168
66746,110,230,60,30,3366
66748,1210,2390,720,380,41893
66749,3290,6170,1840,1020,100281
66751,330,630,170,90,8001
66753,450,910,250,160,13925
66754,170,310,80,70,4083
66755,470,900,250,160,14220
66756,380,750,240,110,11399
66757,1440,2950,990,380,46522
66758,100,210,70,30,2102
66761,100,190,50,40,2340
66762,9680,18310,6010,2280,323108
66763,1550,2990,960,440,51792
66767,200,410,130,70,5701
66769,200,470,180,50,6182
66770,510,1050,320,170,19586
66771,430,860,280,120,14750
66772,120,250,70,40,3081
66773,330,630,170,90,9922
66776,490,1150,430,140,16122
66777,210,420,100,100,5477
66779,240,610,230,80,8560
66780,240,480,160,70,6683
66781,530,1040,320,150,17276
66783,1000,1960,580,360,30115
66801,12080,23190,7320,3110,416196
66830,120,240,50,50,4955
66833,250,490,140,100,8321
66834,390,770,180,150,12736
66835,550,1120,350,170,20361
66839,1850,3660,1080,580,87954
66840,340,710,230,100,9518
66842,140,270,70,40,4396
66845,500,910,260,160,13966
66846,1520,2980,840,550,50282
66849,220,430,90,80,7624
66851,220,420,120,70,5879
66852,310,580,150,110,10654
66853,160,310,80,50,3987
66854,350,670,200,90,11503
66856,740,1520,440,250,30519
66857,400,760,190,140,13186
66858,200,410,130,60,5802
66860,540,1110,340,170,18045
66861,1420,2750,760,520,45571
66864,210,400,110,60,7013
66865,500,1020,310,160,20045
66866,690,1330,370,250,23465
66868,320,610,160,100,11356
66869,320,630,200,100,10295
66871,570,1150,320,190,24371
66872,400,800,210,130,12884
66873,130,280,100,30,3635
66901,2790,5330,1600,910,85632
66933,130,290,80,60,3045
66935,1200,2220,580,460,33495
66936,150,270,60,70,2888
66937,370,750,230,120,11572
66938,420,860,240,160,12982
66939,250,510,170,100,6967
66940,140,270,70,60,3524
66941,120,220,50,60,1768
66942,120,230,70,40,1799
66943,250,520,160,90,6732
66944,100,190,60,30,2419
66945,500,1010,330,180,17530
66948,200,370,80,70,6169
66949,260,480,110,110,5856
66951,310,640,190,110,9029
66952,200,340,70,100,3974
66953,290,600,190,90,8939
66956,550,1010,260,230,13501
66958,120,230,60,40,3098
66962,150,300,90,60,5816
66966,300,540,130,90,8874
66967,990,1850,500,410,27039
66968,740,1420,370,280,22613
67001,810,1860,770,160,48031
67002,6630,14920,5620,1380,430039
67003,1090,2120,630,370,29624
67004,340,690,210,110,11149
67005,6730,13950,4980,1790,225167
67008,200,440,120,80,5736
67009,310,630,190,120,8966
67010,6040,12210,3790,1750,257161
67013,1350,2760,840,380,54571
67016,210,490,160,60,9408
67017,1030,2230,720,310,58413
67019,370,820,280,110,13571
67020,750,1540,490,210,29320
67022,600,1220,360,230,16750
67024,290,640,230,100,9807
67025,1760,3840,1360,460,87693
67026,2130,4540,1500,600,102777
67029,460,890,280,170,13138
67030,1310,2660,940,300,73730
67031,950,2030,720,250,39557
67035,420,800,200,170,13299
67037,13240,26780,8370,3530,633402
67038,210,440,130,70,6879
67039,1450,3020,960,400,65150
67042,6920,13380,4130,2030,249722
67045,1440,2860,860,500,42195
67047,240,480,110,100,6889
67050,950,2050,710,250,50067
67051,200,400,120,80,6872
67052,3870,8610,3140,900,210255
67053,220,460,140,90,8101
67054,510,1000,290,190,16560
67056,1380,2900,970,410,51960
67058,880,1770,550,300,28693
67059,410,830,240,130,12016
67060,6230,12670,4180,1580,244334
67062,1740,3640,1110,590,78068
67063,1580,3220,910,560,58182
67066,120,260,70,40,4500
67067,880,1710,450,250,44234
67068,1940,3730,1130,600,64579
67070,490,920,270,170,14387
67073,130,270,90,40,5196
67074,700,1450,420,240,27858
67101,2150,4790,1830,430,118705
67103,140,300,100,40,4799
67104,1080,2060,600,340,34734
67106,170,440,160,40,8880
67107,1410,2720,760,480,51421
67108,780,1640,550,220,32101
67109,170,330,90,50,4974
67110,3750,7690,2480,990,165167
67111,170,320,90,50,5341
67112,100,210,50,40,2223
67114,9820,19600,6230,2900,357598
67117,740,1390,300,380,25344
67118,330,760,250,110,13501
67119,640,1290,390,200,23673
67120,650,1330,370,190,31782
67123,290,550,160,110,9969
67124,3650,7070,2170,1210,131664
67127,280,560,170,110,8159
67131,120,250,70,30,4174
67132,160,360,130,40,6269
67133,2960,6300,2060,820,143244
67134,140,340,120,50,4146
67135,1490,3180,1070,410,71503
67137,250,470,130,110,6321
67138,180,340,90,50,5517
67140,310,680,200,100,11701
67142,150,310,80,60,4249
67144,1280,2660,830,350,62374
67146,800,1690,510,250,34836
67147,4780,10150,3510,1250,231034
67149,490,1060,330,150,24655
67151,210,450,130,60,9166
67152,3970,7970,2580,1200,137821
67154,640,1340,440,180,25707
67156,6260,12100,3670,1870,217076
67159,100,190,40,50,2512
67202,1010,1320,180,140,46143
67203,13590,24810,8120,3140,406837
67204,9860,20250,7140,2730,352551
67205,8820,18670,6380,2190,589946
67206,7850,14610,3900,2830,535319
67207,13090,24510,8030,2650,491284
67208,8030,14540,4750,1760,300354
67209,6460,12680,3940,1710,275036
67210,3390,7560,3100,460,113670
67211,8160,16230,6250,1470,221203
67212,21910,40020,11560,6020,848509
67213,8620,16710,6290,1620,222378
67214,5590,11970,5530,840,118407
67215,2850,5960,1940,640,145661
67216,10000,20990,8340,1940,284531
67217,13690,27100,9640,3030,422446
67218,10030,19090,6760,2220,313677
67219,5300,10980,4160,1000,199241
67220,6380,11880,3570,1540,268684
67223,250,540,170,80,17514
67226,9360,17440,4940,2630,494857
67227,210,450,150,50,12306
67228,960,2530,1070,160,129720
67230,5300,11840,4060,1590,488410
67232,140,320,110,50,8391
67235,6270,13890,4790,1530,417578
67301,5120,10390,3410,1520,173098
67330,690,1460,480,210,26758
67332,100,220,70,30,2705
67333,1130,2380,780,330,40676
67335,1400,2910,950,370,46197
67336,620,1270,390,220,15319
67337,4680,9510,3110,1480,154181
67340,160,310,80,40,4551
67341,160,430,180,40,5198
67342,380,780,230,120,13835
67344,370,790,230,140,12442
67346,140,290,70,80,3959
67347,160,340,90,60,6290
67349,380,740,200,160,10391
67351,150,310,90,60,5637
67352,190,370,120,60,3789
67353,240,470,140,100,5182
67354,290,630,210,90,9694
67355,90,220,70,30,3706
67356,1090,2220,670,340,35406
67357,5580,10520,3220,1590,172311
67360,120,270,80,40,3892
67361,660,1370,430,240,19136
67401,23880,44810,13730,6530,881257
67410,4650,9110,2720,1480,163312
67416,550,1100,320,170,20819
67420,2090,4010,1180,710,70155
67422,620,1220,350,200,26272
67423,140,260,80,40,4029
67425,320,600,190,80,11389
67427,180,350,100,70,3964
67428,670,1370,410,190,26222
67430,290,560,140,120,7125
67431,1110,2350,750,330,40896
67432,2710,5380,1560,990,89866
67436,260,550,150,90,8116
67437,530,950,230,200,14755
67438,130,280,90,50,3274
67439,1330,2540,700,450,49896
67441,460,930,290,120,14295
67442,90,230,70,20,4469
67443,830,1730,500,250,32467
67444,220,450,130,80,6733
67445,270,500,120,110,6216
67446,290,540,140,100,9272
67447,130,260,70,50,3559
67448,590,1190,360,200,21726
67449,1280,2520,740,430,41139
67450,250,460,120,90,8061
67451,410,800,210,140,12994
67454,290,550,160,100,9627
67455,810,1570,470,300,23721
67456,2120,4060,1140,740,82190
67457,370,750,250,100,14190
67458,100,210,70,40,2198
67460,7240,14120,4080,2160,301552
67464,510,920,240,180,18432
67466,290,600,190,120,7613
67467,1310,2570,780,400,44306
67468,130,270,70,50,4189
67470,260,470,120,90,9257
67473,790,1450,390,300,24504
67474,100,170,40,30,2387
67480,770,1510,440,200,30049
67481,260,510,140,100,6718
67483,140,270,80,50,3542
67484,370,720,200,110,12894
67485,150,290,90,70,4094
67487,610,1240,370,180,20798
67490,480,900,230,180,14232
67491,190,380,110,60,6983
67492,130,230,60,40,3727
67501,10280,19350,6310,2260,289149
67502,10960,21370,5950,4050,472380
67505,1140,2080,550,410,33921
67510,140,300,80,60,3618
67511,150,280,70,60,4506
67514,320,590,160,100,9165
67516,160,340,120,50,4363
67520,170,320,90,60,4480
67522,880,1940,620,310,37664
67523,140,310,90,50,3554
67524,250,500,140,70,7701
67525,530,990,280,160,17818
67526,1200,2370,710,390,41853
67529,160,320,100,40,4887
67530,8180,15980,5030,2360,287051
67543,970,1920,620,290,32584
67544,1470,2870,900,480,48982
67546,1140,2300,660,370,44969
67547,840,1580,450,290,27328
67548,690,1250,360,220,22331
67550,2310,4330,1280,770,72085
67552,270,630,200,90,9172
67554,1760,3680,1240,530,60275
67556,140,280,70,70,2665
67557,280,590,210,70,8915
67560,780,1460,400,290,24217
67561,630,1350,460,170,20380
67563,160,310,80,50,5125
67564,140,220,50,40,4507
67565,200,390,120,70,5886
67566,280,570,180,80,8333
67567,220,410,110,80,6748
67568,110,200,50,50,3025
67570,570,1200,350,200,20287
67572,210,370,80,80,6143
67574,100,200,60,40,3199
67575,200,360,100,70,4850
67576,790,1600,490,290,24867
67578,590,1170,350,220,17376
67579,1190,2390,760,390,43267
67581,140,310,90,50,4699
67583,370,810,260,130,11165
67584,130,200,30,60,3286
67601,10670,19610,5730,2750,415458
67621,190,350,90,70,4741
67622,250,450,130,80,6971
67623,100,200,60,40,1768
67625,130,210,50,50,2568
67632,100,190,60,40,2836
67634,140,240,50,60,4327
67637,1210,2420,740,350,45770
67638,80,160,40,40,1693
67640,230,470,150,70,7337
67642,840,1570,420,310,23036
67643,100,160,20,40,2209
67644,100,220,60,40,3046
67645,200,380,100,90,5024
67646,320,590,150,130,8168
67647,120,240,70,40,3592
67648,230,430,120,80,5534
67649,110,220,60,40,2756
67650,90,180,40,40,2368
67651,190,430,130,60,5818
67653,120,210,50,40,2484
67654,1720,3240,920,600,59336
67657,160,290,90,50,4073
67661,1600,3040,870,580,51501
67663,1220,2250,650,360,39626
67664,120,250,70,50,3682
67665,2250,4330,1270,760,67374
67667,110,200,40,30,4109
67669,820,1590,480,280,23485
67671,780,1480,400,270,28453
67672,1150,2090,550,410,37098
67701,2980,5560,1680,810,108309
67730,800,1490,410,290,24332
67731,280,560,180,100,7214
67732,230,470,130,80,7625
67735,2400,4650,1440,670,77580
67737,240,450,130,70,5537
67738,230,440,130,100,6337
67739,100,190,40,40,2788
67740,830,1680,510,300,27888
67741,110,210,60,40,2572
67744,110,180,40,40,2098
67745,130,250,50,60,3148
67748,1240,2360,690,410,40970
67749,1020,1900,500,400,28376
67751,90,170,50,30,1992
67752,640,1280,380,220,18346
67753,210,440,160,50,6240
67756,870,1670,450,340,24981
67757,200,360,80,70,5320
67758,470,980,310,160,14495
67761,110,240,80,40,2991
67762,120,260,80,40,3704
67764,160,310,110,40,4133
67801,13840,31710,14150,2320,482765
67831,480,930,290,140,15863
67834,410,820,260,130,15740
67835,1320,2820,1040,300,59000
67837,380,850,280,90,10583
67838,440,990,390,100,14021
67839,640,1220,360,230,18840
67841,150,280,90,40,4859
67842,180,380,130,50,5816
67844,370,730,230,120,11377
67846,15910,34900,14540,2790,580408
67849,170,390,140,70,5391
67850,160,330,110,40,5335
67851,1190,2700,1140,160,52040
67853,340,730,250,70,13013
67854,570,1060,310,190,17780
67855,800,1850,750,200,28686
67859,260,570,210,50,9396
67860,1320,2850,1090,310,47963
67861,890,1900,670,290,29174
67863,130,280,80,60,3983
67864,970,1870,590,310,32621
67865,430,930,320,160,15405
67867,740,1590,510,220,24180
67868,110,230,90,30,3461
67869,580,1380,540,140,20962
67870,670,1500,570,170,24270
67871,2340,4860,1610,670,86897
67876,570,1230,410,170,23125
67877,940,2120,780,220,35394
67878,920,2180,930,210,29732
67879,610,1270,420,200,20130
67880,3120,7370,3040,700,122537
67882,170,300,80,50,5849
67901,8790,21510,10110,1280,308288
67950,990,2130,740,270,38989
67951,1970,4540,1790,500,73818
67952,270,650,260,60,9749
67954,280,580,200,80,9977
68002,1050,2180,710,280,50605
68003,2290,4550,1380,640,115661
68004,410,860,270,130,14979
68005,11310,21300,6690,2760,405927
68007,5350,12960,4970,950,424529
68008,5770,11710,3770,1560,296303
68010,190,390,140,40,9686
68014,120,250,70,40,4007
68015,500,970,290,150,18037
68016,220,430,110,70,13161
68017,770,1610,500,200,37512
68018,240,490,170,60,9732
68019,240,490,140,70,8481
68020,330,550,130,130,8288
68022,11710,25750,9250,2270,1018329
68023,1260,2560,770,410,74197
68025,14170,27620,8950,3800,537688
68028,6380,14800,5740,1130,468445
68029,410,790,220,100,15712
68030,380,730,240,100,15997
68031,750,1590,500,240,29825
68033,180,380,120,60,7166
68034,420,850,270,110,21468
68036,180,340,70,70,5715
68037,1190,2480,820,300,63515
68038,630,1220,340,220,21425
68039,410,1100,660,40,8602
68040,190,370,110,50,6610
68041,440,900,280,130,17311
68044,300,620,210,80,12662
68045,770,1620,530,270,30558
68046,13490,28640,9990,2770,832628
68047,800,1590,460,290,30186
68048,5980,11980,3660,1610,274055
68050,300,550,160,90,9810
68055,140,260,90,30,4931
68057,740,1410,430,240,24789
68058,140,260,40,60,7162
68059,1580,3150,950,490,82456
68061,1090,2170,640,380,40277
68062,120,270,90,40,4875
68063,110,200,60,40,3405
68064,1860,3510,1020,500,105702
68065,690,1370,380,200,30054
68066,2540,5290,1850,690,117815
68067,460,1120,580,90,13008
68069,1440,2720,740,450,122172
68070,360,680,180,120,12428
68071,760,1870,1030,100,21564
68073,1020,2030,630,250,51665
68102,3360,4230,580,320,186513
68104,16420,31310,11510,2770,557752
68105,9920,19020,7180,1500,357232
68106,10810,17540,4450,2520,447308
68107,12860,31090,15280,1670,367548
68108,6430,14210,6430,870,197789
68110,3150,6560,3030,450,74591
68111,9460,19590,9120,1270,207208
68112,5090,9860,3610,1200,174993
68113,620,970,230,0,19345
68114,9390,15900,4210,2770,499983
68116,15170,31410,10440,2970,1054394
68117,4030,7890,2890,820,132622
68118,4670,9920,3370,1340,401807
68122,5450,11100,3940,910,272884
68123,14180,29080,9690,2250,694684
68124,7780,14250,4090,2390,492388
68127,11960,20410,5680,2640,462511
68128,9390,17980,5750,1900,465821
68130,9920,20990,7060,2670,868776
68131,5250,8850,2870,690,192097
68132,6580,11980,3680,1290,421526
68133,5900,12670,4340,1350,379165
68134,14300,25450,7800,3100,514213
68135,13740,30250,11370,2210,992762
68136,8060,18350,6730,1430,583552
68137,12920,23830,6990,3290,566997
68138,6080,11530,3550,960,302625
68142,2410,4610,1330,540,177645
68144,12620,23260,6870,3480,588659
68147,5340,10760,3810,1130,201140
68152,3040,5760,1600,1110,154893
68154,12180,21990,6210,3280,744712
68157,2750,5460,1820,630,114540
68164,14800,26680,7890,3240,755294
68301,720,1470,470,200,33391
68303,120,220,60,40,3591
68304,140,280,80,40,6315
68305,1880,3740,1190,530,82546
68307,260,490,140,60,9266
68310,6490,12170,3500,1950,231426
68313,400,830,270,110,13662
68314,160,330,110,40,7079
68316,180,340,90,60,5837
68317,860,1830,560,250,46676
68318,220,420,120,50,6331
68319,250,510,150,70,8948
68320,160,320,90,60,4537
68321,140,270,70,60,6462
68322,210,430,120,80,8909
68323,120,250,60,70,2407
68326,100,230,80,40,4470
68327,130,280,80,50,4136
68328,210,430,120,70,8608
68329,290,570,150,90,11044
68331,470,990,330,120,23097
68333,3620,7800,3040,770,144379
68335,240,500,140,110,6458
68336,270,520,130,100,13591
68337,160,300,80,50,5575
68338,120,260,80,50,3830
68339,740,1440,390,220,41496
68340,440,880,260,130,13957
68341,480,980,290,140,17367
68342,260,540,160,100,9519
68343,500,940,290,130,17048
68344,200,380,100,50,7746
68345,110,220,70,30,3425
68346,210,400,100,70,7991
68347,1190,2610,840,290,65861
68348,130,240,40,50,3813
68349,550,1070,330,150,22968
68351,400,750,200,120,13678
68352,2230,4330,1260,710,74161
68354,400,750,190,140,12632
68355,2290,4390,1270,710,75773
68357,180,370,120,50,8100
68358,840,1900,740,160,46716
68359,650,1290,370,230,24139
68360,290,570,160,80,14155
68361,1160,2270,650,410,43042
68365,120,210,50,40,3506
68366,540,1080,330,130,25167
68367,240,450,130,70,6971
68368,250,520,150,70,11537
68370,930,1830,530,360,32897
68371,670,1370,350,300,22384
68372,1490,3500,1330,290,86853
68376,600,1170,330,230,17352
68377,190,370,90,70,5758
68378,280,610,160,100,12243
68401,320,680,220,80,14093
68402,590,1230,380,170,31601
68404,490,1020,290,140,25447
68405,1360,2910,990,360,61622
68406,210,400,100,80,6565
68407,400,790,220,130,17223
68409,440,860,270,120,21324
68410,3980,7850,2660,1050,153875
68413,260,550,170,70,10230
68414,110,180,40,30,3945
68415,290,600,160,90,11099
68416,120,230,60,40,3456
68417,160,310,100,40,5458
68418,560,1170,370,130,27624
68419,140,250,80,30,5088
68420,570,1100,310,220,15329
68421,290,500,150,70,9753
68422,280,560,170,80,12256
68423,490,1020,280,140,23969
68424,320,620,170,100,11858
68428,770,1600,490,230,41903
68430,860,1860,640,210,59529
68431,150,270,70,60,4645
68433,110,210,50,30,3850
68434,3810,7730,2380,1130,173299
68436,240,500,120,90,9822
68437,130,250,50,40,5170
68439,210,430,140,60,8350
68441,120,230,60,50,3007
68442,140,260,60,70,4506
68443,460,940,300,140,18686
68446,1290,2550,760,420,52973
68447,190,400,120,80,5340
68448,190,380,100,60,5702
68450,1100,2160,690,340,36554
68453,150,310,90,60,4008
68454,290,640,180,100,13793
68455,310,640,160,80,15856
68456,520,1070,350,120,17926
68457,160,270,60,40,5686
68460,430,830,210,160,15376
68461,390,780,250,130,36196
68462,1970,4420,1630,400,103472
68463,730,1400,400,220,30103
68464,250,450,100,120,6806
68465,1070,2170,690,310,44080
68466,820,1570,460,250,24865
68467,4380,8320,2480,1240,168890
68502,12230,21770,6490,2370,478697
68503,5840,10540,3700,720,162761
68504,7640,12700,3640,1280,241049
68505,8530,15540,4510,1940,344705
68506,14430,25670,6710,4720,593298
68507,7340,13400,3820,1860,283510
68508,3780,5050,1180,430,99149
68510,10010,18050,5290,2700,375472
68512,6390,12410,3800,1590,397061
68516,21820,43470,13300,6150,1250218
68517,250,530,160,80,14482
68520,800,1590,410,350,77380
68521,15950,31270,10830,2800,654799
68522,5700,11530,3990,860,247952
68523,730,1630,550,220,54166
68524,2600,5580,2150,340,107336
68526,3190,6870,2300,810,250283
68527,660,1410,430,210,48437
68528,3000,5400,1620,510,126047
68532,300,630,200,90,19563
68601,14150,28360,9610,3510,586598
68620,1360,2760,870,450,50784
68621,240,480,140,70,9919
68622,150,300,80,50,4142
68623,110,230,70,20,2765
68624,460,970,320,170,16787
68626,310,620,160,120,12521
68627,310,570,150,100,9403
68628,360,760,220,110,12772
68629,610,1200,370,170,20614
68631,200,440,140,60,7408
68632,1800,3590,1170,540,67079
68633,530,1020,290,210,16150
68634,190,400,130,50,8112
68635,240,470,140,60,9130
68636,600,1210,340,210,19618
68637,140,270,70,60,2607
68638,750,1470,430,250,23183
68640,710,1410,430,210,24732
68641,510,980,270,160,19566
68642,840,1740,580,270,30916
68643,410,850,250,120,16966
68644,360,730,230,120,10855
68647,300,610,180,90,11426
68648,210,400,100,70,7674
68649,860,1790,570,250,32196
68651,620,1240,380,210,21773
68652,350,660,170,130,10891
68653,390,780,240,110,14072
68654,290,560,160,90,8058
68658,320,650,180,100,11116
68660,470,960,320,140,14191
68661,3410,7930,3540,600,124996
68662,550,1170,390,170,20640
68663,340,660,190,100,11164
68664,130,270,70,50,5690
68665,370,750,230,140,10328
68666,740,1490,450,260,24838
68669,190,370,110,70,5628
68701,14180,27410,8910,3340,586675
68710,390,750,220,110,12310
68713,1060,2160,670,320,35564
68714,510,1030,280,180,16319
68715,770,1620,560,210,32978
68716,400,810,240,150,12611
68718,750,1510,440,290,24516
68720,150,270,70,40,4492
68722,210,440,130,80,4938
68723,250,550,160,80,9313
68725,230,460,130,90,5703
68726,320,740,270,110,9486
68727,340,660,190,150,9970
68728,90,190,50,40,2759
68729,790,1500,450,280,24108
68730,860,1810,560,320,29739
68731,1230,2610,970,290,47967
68732,120,230,60,40,3109
68733,570,1100,360,180,19382
68735,420,830,260,130,11664
68736,280,550,180,80,9671
68739,1310,2740,970,400,47797
68740,370,800,270,90,16105
68741,320,610,160,80,13578
68742,110,190,50,40,2426
68743,320,580,140,90,14405
68745,700,1410,440,230,25000
68746,200,380,100,90,4762
68748,1460,3050,1110,350,50683
68752,340,710,220,110,10398
68755,110,180,40,40,1962
68756,880,1660,470,310,30816
68757,310,600,180,110,10828
68758,470,950,290,170,14348
68759,110,220,70,40,2127
68760,540,1130,470,150,13698
68761,190,360,110,60,5429
68763,2260,4510,1510,650,80211
68764,330,750,240,120,9042
68765,620,1270,370,200,22497
68766,190,360,100,70,4670
68767,1440,3040,990,390,63051
68768,270,500,100,90,8862
68769,820,1610,490,260,25486
68770,720,1490,480,240,29967
68771,700,1370,400,250,21827
68774,180,340,100,60,5951
68776,7150,15290,6390,1230,249836
68777,310,600,170,120,8472
68778,250,490,130,90,5926
68779,1100,2150,660,310,43212
68780,430,870,240,130,14481
68781,620,1290,420,200,20909
68783,440,830,220,170,11440
68784,990,2230,950,240,35338
68785,130,280,100,30,5163
68786,480,990,340,170,14453
68787,2430,4610,1410,700,91902
68788,2300,4710,1580,700,90534
68790,350,660,190,90,11147
68791,890,1680,480,260,30667
68792,210,440,160,60,5583
68801,14130,28110,10590,2640,476859
68803,11850,23320,7590,2930,498079
68810,510,1050,380,100,16363
68812,350,750,230,110,13964
68813,240,510,170,70,7415
68814,410,840,230,130,13721
68815,250,510,150,80,7831
68817,160,300,70,60,3712
68818,2610,5370,1800,750,108952
68820,170,380,90,60,6181
68822,2290,4400,1340,670,83947
68823,930,1800,490,340,25968
68824,640,1390,450,180,27304
68825,430,920,270,170,13844
68826,1750,3550,1150,490,63325
68827,290,580,160,80,10135
68828,110,190,50,30,2672
68831,400,780,230,120,16777
68832,1000,1990,590,280,50104
68833,110,240,80,40,3036
68834,100,220,60,40,2565
68835,220,400,110,60,6799
68836,820,1710,580,200,32685
68838,120,240,60,30,3539
68840,1370,2950,1060,320,55058
68841,320,660,200,80,12550
68842,260,500,160,100,6666
68843,430,820,230,130,15296
68845,8650,16710,5210,1950,424980
68846,140,250,60,40,4729
68847,8120,15640,4870,1910,323954
68850,5940,12860,5330,1030,201257
68852,260,470,130,90,8178
68853,690,1310,350,250,21031
68854,390,750,210,140,16007
68855,160,330,120,50,4719
68856,270,570,170,70,9811
68858,120,260,80,40,3751
