,population_density,median_household_income,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year,population
3747,212,41108,19267,19766,30452,6290,173,276,36,1191,4774,3392,2018,3367,1233,320,121,3932,14549,2286,2969,1480,236,181,5381,491,627,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3540
3748,2325,32310,10365,11719,16755,3404,94,386,17,674,3579,2569,1125,1574,554,126,108,1754,9253,1779,2003,949,57,72,2270,247,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,790
3749,508,28410,13307,14066,23088,1996,167,202,21,1151,4652,2230,1025,1447,458,111,146,3613,9032,979,1798,683,157,108,3648,421,409,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018,15970
3750,4517,63292,6092,5423,7835,2702,36,397,8,192,1655,749,615,1286,1000,375,621,902,2546,589,3219,1143,620,193,773,184,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,53380
3751,4931,39216,18823,18902,30677,903,395,1599,94,2106,4922,3128,1532,2596,1659,518,386,1587,9517,2520,4623,1835,649,359,4042,459,537,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,1270
3752,11238,21594,5663,5886,5967,2764,163,253,10,1932,3285,1091,498,525,359,92,52,2141,3335,509,1137,785,210,136,1947,166,268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014,7780
3753,2063,42204,10999,12245,5333,11884,71,3719,13,1549,1932,2412,1389,1744,649,125,40,3857,9068,980,2121,586,128,43,4205,456,707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,28720
3754,119,40755,1761,1684,3370,8,6,6,6,12,417,354,258,217,121,15,17,265,1631,157,181,113,18,0,499,177,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,12320
3755,15362,26257,14990,12968,23818,1289,82,1703,11,344,6781,2583,1182,1391,1034,555,398,557,3249,562,4569,2443,745,644,788,88,186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2014,5850
3756,3362,50068,12063,13064,15512,7667,136,447,32,391,2223,2467,1430,2651,1130,303,157,1486,9724,1610,2584,1184,208,144,3680,600,382,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2650
3757,1428,24570,12796,14343,5075,20397,120,23,0,1295,5169,2559,1059,927,315,145,33,3986,10522,1359,999,414,95,31,4231,368,1018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,28790
3758,1408,43409,991,402,1023,234,17,34,2,42,261,150,212,122,27,11,11,90,623,73,330,87,46,0,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,24230
3760,5629,33278,7623,7391,11405,2761,69,256,6,176,3282,1748,862,757,619,332,342,1274,5302,975,2197,1175,373,293,581,202,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2310
3761,536,48288,17137,18714,28297,6133,59,253,10,174,3848,3220,2223,3487,1419,468,527,2866,14810,1962,3725,1369,330,204,5299,705,626,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014,37030
3762,2349,39739,5702,6501,1602,9822,26,81,8,403,1438,992,612,855,408,50,5,1379,5133,471,740,281,0,28,2456,282,210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3180
3763,423,36513,14929,17241,18044,12982,50,266,22,396,4620,3279,1468,2769,751,241,94,4465,12221,2200,2206,667,192,123,4685,547,504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,35500
3764,2531,25649,1305,1466,1798,762,10,85,2,10,677,232,166,220,75,13,25,250,845,85,315,199,84,20,111,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35500
3765,5781,41291,16357,18702,3635,29861,89,96,5,695,2932,2311,1251,2180,778,126,26,3927,12728,1447,2004,822,72,153,7005,292,913,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,620
3766,3934,27394,8330,7956,2550,12618,63,183,1,507,2782,1343,646,869,274,135,82,2425,5546,425,906,455,171,101,2241,206,276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,11120
3767,141,94028,873,812,1638,17,7,13,1,2,37,61,51,168,186,50,46,112,430,146,341,165,22,35,357,104,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,10560
3768,2992,44174,15013,15475,21716,2711,364,176,59,4725,3048,2688,1211,2434,1334,298,268,5666,10224,932,1394,485,91,145,6272,387,1067,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,17880
3769,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,15100
3770,248,51799,15099,15937,29632,374,87,207,2,287,2283,2521,1633,2555,1676,306,232,2132,11543,1865,2894,1088,174,194,5269,866,653,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,35500
3771,561,39607,19266,21276,13345,25423,116,216,10,740,4744,3288,1933,3039,1173,231,191,6819,15471,1346,2202,937,98,122,6322,270,1089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3820
3772,3328,47245,12326,12835,10738,13208,105,202,42,350,1937,2254,1626,2228,834,145,204,3009,9733,1235,2065,795,78,46,2953,427,514,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2040
3774,72,55092,6157,5855,11305,299,12,105,3,120,822,866,778,1362,423,251,143,803,5328,590,1224,653,138,142,1400,85,145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,17560
3775,16306,35097,28468,28642,20509,6133,410,145,27,27761,4394,3677,1633,2325,742,124,50,17618,9657,1061,885,163,0,17,13084,414,1655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,14730
3776,10701,22523,22853,23334,41991,1906,45,87,1,1271,8366,3573,1244,1524,434,91,10,12321,15890,2082,3027,494,313,27,5389,225,1130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11450
3778,24914,76962,2165,2540,3697,268,5,582,1,49,406,359,216,593,409,199,368,12,382,77,1254,798,464,270,15,49,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,3310
3779,2562,9954,2031,1886,1194,2625,4,5,2,7,1765,161,15,30,36,5,13,726,1414,95,193,51,36,11,189,35,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,22560
3780,69,36976,3270,3466,5107,495,681,44,1,41,858,614,344,419,231,15,17,1154,2570,350,247,133,14,9,1253,37,175,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,31930
3781,6680,23199,20089,21994,36940,154,165,69,3,4042,6166,2932,1157,1061,280,44,19,12209,8670,994,1061,271,80,69,9969,247,1184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,24530
3782,4654,56388,7515,4665,6815,4239,26,871,0,80,1599,982,693,1327,784,424,494,895,2384,247,3278,1332,967,540,280,243,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,29230
3783,11499,47231,12415,10971,19624,1735,94,1158,15,265,4650,2559,1839,3259,1253,624,789,809,4747,737,6922,2862,1142,492,297,174,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,17610
3785,11238,21594,5663,5886,5967,2764,163,253,10,1932,3285,1091,498,525,359,92,52,2141,3335,509,1137,785,210,136,1947,166,268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1820
3787,962,75672,23215,23850,36159,1578,346,3554,193,2374,2627,2670,1884,4463,3769,1681,1395,2857,17378,3200,7649,2142,895,347,6277,1127,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,1670
3788,459,34819,25923,27844,39691,10209,216,692,16,1830,7889,4615,2438,3949,1544,297,359,5885,17985,1785,5020,1856,438,567,9069,724,938,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,29040
3790,2900,36111,3227,2050,4020,281,146,217,53,322,885,435,201,461,148,26,150,611,1700,237,843,330,74,47,351,38,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,8850
3792,1744,70132,21719,22405,41829,347,114,945,22,197,2462,2854,1681,3870,3123,1435,756,2434,14700,2485,6715,2494,381,301,6824,1851,851,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,24830
3793,171,35081,12341,12467,18644,1153,644,137,892,2203,2632,2852,1264,1490,385,109,105,3707,9616,879,1216,281,48,35,5006,439,618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,10230
3794,5127,45784,6111,6602,8692,3364,24,213,2,100,1737,1267,997,1362,558,80,108,1185,4860,779,2087,876,270,122,1348,352,112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,10340
3795,97,35060,2682,2749,5232,102,5,17,6,22,573,553,216,306,157,19,49,705,2049,230,244,130,52,49,547,95,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,11450
3796,24914,76962,2165,2540,3697,268,5,582,1,49,406,359,216,593,409,199,368,12,382,77,1254,798,464,270,15,49,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,34620
3797,2091,29882,15363,17021,9799,21133,143,185,4,408,5487,3212,1445,1827,781,188,125,4447,11878,1101,2453,593,126,167,5008,624,453,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,15350
3798,1131,47673,3860,4380,7727,280,8,78,6,15,831,971,571,930,468,96,56,349,3969,779,1011,347,40,70,712,76,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,570
3799,123,65333,4254,4398,6395,2004,21,79,13,40,485,460,330,936,463,215,77,899,3547,325,982,232,60,64,1104,321,145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,15970
3800,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,26410
3801,3153,77156,11025,12233,20392,1106,21,894,5,292,737,1498,1444,2218,1676,1032,825,581,4713,916,5775,2976,755,530,3265,928,378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,9300
3803,1701,19383,1178,839,1411,409,11,50,1,26,604,153,174,90,10,7,23,282,1008,121,166,72,41,0,125,7,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,46010
3804,41,46046,988,1022,1481,431,6,10,0,59,198,164,165,177,61,0,0,264,931,140,51,32,11,0,454,19,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3940
3805,265,41923,19682,20371,32654,1811,142,472,58,4003,3933,3067,1764,2955,1123,178,251,6577,13042,1587,2196,1140,380,109,7434,476,982,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,22100
3806,423,56720,9569,10140,14790,3144,108,540,51,275,1859,1217,1131,2147,1121,176,191,1090,7798,1656,1616,815,65,57,3706,227,516,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,79830
3808,369,47089,15235,15467,26438,223,158,3184,4,210,2909,3168,1684,2859,1313,360,359,2085,11057,2330,3694,1163,498,102,4351,576,698,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,52290
3809,66,32730,5821,6534,5213,6703,48,151,0,92,1615,1324,599,629,178,42,95,1683,4365,668,675,266,52,87,1855,108,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,20670
3810,128,54439,13995,14373,25875,507,961,205,15,162,2432,3128,1699,3419,1441,405,417,1520,11211,2149,3485,951,190,266,4024,452,756,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015,33800
3811,12,36563,478,459,884,1,18,8,0,0,103,71,44,55,26,0,0,93,387,19,27,31,0,2,221,10,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,26580
3812,98,30821,13056,14393,13856,13032,64,169,1,130,4371,2359,769,1633,824,80,118,3296,10199,1294,1647,417,174,88,5064,313,542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,6150
3813,199,45947,13684,13264,24172,1735,130,300,4,185,2857,2507,1366,2590,1106,293,237,1967,10983,1986,2546,1460,345,241,4093,221,349,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,35190
3814,6514,67979,5070,4339,6929,1561,65,360,9,278,706,1024,980,1360,1213,389,571,398,2148,514,3267,1143,869,260,370,26,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,350
3815,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,15430
3816,1283,48046,16417,17554,15573,10930,194,915,239,4915,2584,3043,1761,2810,1283,376,143,3488,12264,1215,2857,1045,87,107,6300,662,826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,5010
3817,307,42956,12008,12616,18880,4526,181,360,16,260,3161,1801,1523,2016,560,182,143,3256,9621,1452,1345,391,144,80,3577,1118,542,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,9000
3818,4666,20642,1292,920,1328,638,9,112,0,75,742,258,159,156,59,29,0,331,778,58,219,98,119,0,19,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,27540
3820,693,25875,677,378,683,233,11,55,0,58,271,123,49,26,42,0,45,179,355,25,120,79,20,13,0,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3180
3821,9062,68707,5614,4534,8585,483,75,512,10,191,1863,608,558,1484,915,650,792,233,1969,513,3678,1582,664,151,149,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,30820
3822,6069,43404,20387,18960,19727,6656,384,3069,248,6930,6421,3916,2834,3749,1873,744,653,4498,11625,2655,6165,2522,834,445,4509,251,652,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,31770
3823,399,35108,22513,24362,40620,3318,119,449,39,730,7216,4584,2188,3532,1227,368,194,5749,17633,2262,3209,1984,242,231,6816,803,1079,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10850
3824,556,50755,4960,5186,8701,919,27,92,0,249,756,761,554,1051,306,77,11,1176,3557,618,973,163,28,22,1742,187,172,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,9110
3825,886,42979,32178,29681,48375,9418,127,827,34,930,6791,5148,2877,5109,2422,439,345,6863,25159,3038,4119,1539,250,74,9831,809,1242,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014,10560
3826,519,30103,10351,11242,10774,8331,99,92,4,1400,3496,1835,843,1203,459,58,62,3235,8243,738,973,357,91,19,4771,328,720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,26340
3827,2562,9954,2031,1886,1194,2625,4,5,2,7,1765,161,15,30,36,5,13,726,1414,95,193,51,36,11,189,35,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2018,18200
3828,4535,23090,10108,11588,10384,10047,45,530,15,227,4243,1389,707,917,448,197,255,1811,4710,518,2734,931,348,184,1701,216,267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2770
3829,775,103818,25778,25685,35248,10431,212,1612,73,1675,779,1415,1591,3959,3887,2671,2013,2296,14674,2748,7939,4091,378,290,10975,1078,920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,42090
3830,16306,35097,28468,28642,20509,6133,410,145,27,27761,4394,3677,1633,2325,742,124,50,17618,9657,1061,885,163,0,17,13084,414,1655,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,19870
3833,108,49602,1876,1903,3702,6,6,18,0,3,245,294,150,301,79,26,32,554,1485,142,104,52,3,6,448,53,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,29040
3834,1698,63792,13002,13342,16516,5324,260,1011,229,1381,1604,1383,910,2473,1434,443,366,1592,8287,1627,2870,1009,267,238,5672,547,636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017,28900
3835,35981,95369,24484,26644,34316,7741,154,5036,29,1921,3932,2493,1817,4387,3869,2529,5362,3223,8155,1324,13641,8836,4882,1518,2828,2556,435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,22080
3836,7447,24609,22354,22660,25186,11239,288,762,23,5246,9160,4495,1567,1800,737,185,196,7716,15125,1450,2689,966,297,204,6539,1605,924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,26820
3837,3328,47245,12326,12835,10738,13208,105,202,42,350,1937,2254,1626,2228,834,145,204,3009,9733,1235,2065,795,78,46,2953,427,514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,22460
3838,1627,29835,28057,31351,52721,262,211,306,20,5068,7573,4220,1717,2401,912,445,302,13809,13784,1773,3722,1226,352,250,14128,1057,1602,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,2750
3839,238,29288,14326,16802,7007,23225,85,170,4,285,4718,2806,1226,1607,483,92,53,3604,9210,1435,2137,1310,54,153,4292,326,479,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014,30750
3841,812,66266,10116,11157,16834,3212,75,472,11,292,1335,1298,1365,1775,1906,574,389,657,6308,971,4218,1605,392,281,3346,1297,257,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,29590
3844,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,6390
3846,13158,27465,7846,9126,5794,8982,53,1525,11,143,4218,1491,1020,1428,559,175,101,2050,3468,501,2363,1223,923,493,1598,96,232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,53610
