,population_density,median_household_income,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year,population
96,4666,20642,1292,920,1328,638,9,112,0,75,742,258,159,156,59,29,0,331,778,58,219,98,119,0,19,0,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,25900
97,89,33346,11143,12393,14837,8309,41,105,1,60,3566,2060,853,1492,707,263,91,2654,8442,1371,1822,836,240,103,3851,575,390,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2040
98,1880,50177,4649,3462,4948,2276,36,135,10,549,1004,497,462,647,432,120,160,1233,2839,379,1140,562,187,95,833,13,131,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,34200
99,3570,60331,12360,13349,23126,1123,45,629,13,355,2889,2137,1155,2554,1543,916,1225,1231,4671,695,5675,3021,1805,1219,2543,1111,212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017,2060
100,793,36051,20979,21138,34909,399,603,374,144,3953,5730,4280,1884,3379,877,188,220,5134,16596,1895,2923,1006,227,65,7136,819,1130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,5850
101,2704,84560,27469,29898,28534,12992,257,9256,22,3626,2440,2646,2090,5832,4623,2372,1628,3193,14415,2670,10616,5970,938,1222,9804,1552,979,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,10560
102,4700,29214,4552,5076,2761,5597,41,254,4,471,1762,1050,427,595,176,39,37,973,3116,370,543,532,96,67,1314,353,122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3940
105,1839,48514,13056,13807,15587,649,347,1570,122,7028,2811,1829,1078,2245,1073,472,241,3401,8168,1976,2142,794,310,114,5077,187,768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2014,30220
106,874,30918,14878,15620,22309,662,707,321,39,5225,4987,2646,1470,1797,614,144,180,3312,10124,1766,1914,971,259,161,4503,197,662,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,34610
107,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,680
108,1941,14504,4520,4118,3418,4847,33,47,3,93,2200,510,177,300,91,48,10,1570,2513,194,535,191,66,27,1144,145,236,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,35500
109,3455,58389,12183,12678,21252,239,198,643,255,1543,1473,1826,1286,2739,1058,231,169,1252,8888,1602,3035,846,169,86,4647,341,800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,31580
110,2562,9954,2031,1886,1194,2625,4,5,2,7,1765,161,15,30,36,5,13,726,1414,95,193,51,36,11,189,35,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,11090
111,17689,78848,18912,19639,12752,19923,160,2734,23,1644,3829,2201,1106,2950,2980,1929,1797,3900,7129,941,7965,4489,2804,846,2745,568,403,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,17560
112,1880,18894,2424,1374,1176,2514,18,16,0,29,845,146,156,146,87,0,44,617,1245,98,335,148,100,33,218,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10560
115,8320,64093,13839,2954,8704,6649,36,310,4,907,651,367,410,634,444,212,317,2413,3778,446,1389,651,197,206,165,2,114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,26220
116,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,43910
117,1769,16497,3054,3672,262,6131,36,8,0,156,1577,445,242,283,90,12,0,864,2849,278,186,47,13,9,1341,152,174,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,10230
121,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,14640
122,1266,34672,10032,11231,18695,1097,82,263,4,647,2735,2331,1440,1544,362,103,62,1962,9654,1419,1312,538,44,36,3214,384,439,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,13370
123,1226,35087,17115,17319,20046,8942,246,174,85,4112,4948,3025,1672,2108,865,306,230,6117,11603,1346,2659,1034,227,77,4987,446,894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,13370
125,3741,37110,18096,18093,24152,1094,507,1799,315,6802,4404,3927,1934,2419,896,243,51,6133,13322,1457,2091,668,153,34,5904,177,1298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,28220
126,4719,49938,2218,474,1582,839,151,14,1,35,6,27,31,20,24,0,7,522,730,32,61,26,15,0,115,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,9660
128,17689,78848,18912,19639,12752,19923,160,2734,23,1644,3829,2201,1106,2950,2980,1929,1797,3900,7129,941,7965,4489,2804,846,2745,568,403,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,33060
130,2055,76358,15519,17210,29847,518,23,1599,18,195,1524,2130,1474,3232,2402,1219,1429,1159,8654,1518,7499,3160,1352,470,4367,1330,349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017,31930
131,5716,42546,9156,6327,7217,7516,48,292,4,107,2306,1017,474,1144,626,343,467,1172,3438,451,2068,1195,425,257,1161,163,215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7410
132,519,30103,10351,11242,10774,8331,99,92,4,1400,3496,1835,843,1203,459,58,62,3235,8243,738,973,357,91,19,4771,328,720,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,18170
133,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,53380
134,5656,22470,20060,16904,24804,5052,90,4477,32,1464,7120,2753,1035,1407,712,190,110,988,4727,674,3095,2430,357,827,1835,387,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1270
135,246,55179,316,220,201,323,3,4,0,1,30,62,43,72,15,9,0,30,156,19,90,48,24,0,7,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,36780
136,1839,48514,13056,13807,15587,649,347,1570,122,7028,2811,1829,1078,2245,1073,472,241,3401,8168,1976,2142,794,310,114,5077,187,768,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,30800
137,197,35462,27598,28050,43676,7266,162,1329,59,1701,7364,4948,2370,4078,1005,297,112,5942,17249,2074,3774,1793,123,387,9015,422,885,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,11450
138,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,18310
139,29,29401,4240,2895,3923,3073,5,19,1,40,970,472,326,316,113,24,11,1067,3053,181,346,92,45,0,779,113,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2560
140,693,25875,677,378,683,233,11,55,0,58,271,123,49,26,42,0,45,179,355,25,120,79,20,13,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,30550
141,4666,20642,1292,920,1328,638,9,112,0,75,742,258,159,156,59,29,0,331,778,58,219,98,119,0,19,0,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,28370
142,1481,24350,9372,9529,7369,9735,81,200,7,1102,4112,1679,823,833,346,121,139,2265,5968,535,2047,676,264,174,1841,135,457,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2014,330
143,2536,56136,9510,8093,10213,1542,2120,1237,638,489,1824,1281,871,1825,944,348,328,1457,5548,916,2063,1065,396,226,1894,141,369,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,22610
144,2536,56136,9510,8093,10213,1542,2120,1237,638,489,1824,1281,871,1825,944,348,328,1457,5548,916,2063,1065,396,226,1894,141,369,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,40540
145,4666,20642,1292,920,1328,638,9,112,0,75,742,258,159,156,59,29,0,331,778,58,219,98,119,0,19,0,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,20670
146,2332,45030,13563,14165,17698,2981,267,79,5,5821,2552,2138,1245,2055,887,165,341,6188,7606,846,1551,373,108,53,6084,505,815,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6770
147,97,67099,5347,5090,8973,110,718,72,6,102,489,765,506,1104,705,198,315,903,4248,595,1203,694,115,142,1745,306,310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,10700
148,17689,78848,18912,19639,12752,19923,160,2734,23,1644,3829,2201,1106,2950,2980,1929,1797,3900,7129,941,7965,4489,2804,846,2745,568,403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3540
149,88,73417,13422,14136,25357,148,114,184,17,1230,1639,1685,1006,2362,1804,988,1058,1717,7798,1677,5136,2137,540,315,4710,835,433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,35500
150,17689,78848,18912,19639,12752,19923,160,2734,23,1644,3829,2201,1106,2950,2980,1929,1797,3900,7129,941,7965,4489,2804,846,2745,568,403,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,620
151,7447,24609,22354,22660,25186,11239,288,762,23,5246,9160,4495,1567,1800,737,185,196,7716,15125,1450,2689,966,297,204,6539,1605,924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,18300
152,66,36649,3802,4593,3795,4400,5,43,1,79,1255,546,467,404,372,109,97,584,2982,259,684,411,65,68,1572,213,155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,42840
153,176,38258,11196,11645,19578,129,818,423,50,745,2850,2161,1455,1729,442,169,42,2793,9809,1645,1085,209,100,15,3979,121,430,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,10470
154,16306,35097,28468,28642,20509,6133,410,145,27,27761,4394,3677,1633,2325,742,124,50,17618,9657,1061,885,163,0,17,13084,414,1655,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1850
155,2317,17430,1104,897,1193,354,38,4,0,256,474,161,70,12,10,0,0,314,488,17,75,39,0,0,131,32,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,28370
156,997,42589,20052,20541,25119,1030,584,3571,163,7538,4214,3463,1825,2852,1232,510,145,6175,12458,2409,2589,727,323,68,8229,562,895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017,4240
157,496,37262,23776,20624,38228,4788,73,352,20,108,5688,3760,1860,2914,1702,320,313,4264,19664,2646,3109,1694,286,221,5188,567,685,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,3180
158,13158,27465,7846,9126,5794,8982,53,1525,11,143,4218,1491,1020,1428,559,175,101,2050,3468,501,2363,1223,923,493,1598,96,232,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,49500
159,4034,26690,10840,10448,7100,10509,119,252,13,2765,4225,1955,717,1135,444,288,220,3517,4923,449,2268,1486,330,655,2917,221,575,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,17020
160,2464,19231,2078,1703,1466,1872,6,280,1,49,885,159,132,120,54,31,45,367,639,40,368,180,114,25,342,7,122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,13340
161,441,35997,19813,20917,36899,1338,213,205,15,728,6097,4217,2262,3079,1016,419,171,3575,14943,3769,2866,1681,268,111,6781,472,726,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,26660
162,259,35738,15731,14438,18765,630,733,198,22,8570,3595,2250,1079,1699,658,188,141,6674,8398,843,1152,476,238,86,5866,342,1213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018,11890
163,246,55179,316,220,201,323,3,4,0,1,30,62,43,72,15,9,0,30,156,19,90,48,24,0,7,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2015,10560
164,197,44594,11371,12256,15342,4856,150,228,6,2473,2304,1684,1004,1660,714,289,235,3749,7979,820,1416,613,69,100,3879,297,719,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,5850
165,7204,32527,21035,18693,19411,5817,635,1383,123,10155,4836,3716,1467,2059,545,124,70,8826,11197,1237,1835,536,53,141,9388,288,1901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,570
166,118,44518,11549,11822,22078,90,266,163,32,191,2781,2563,1483,2168,906,252,444,1305,9244,1489,3561,1068,373,134,2788,592,517,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,11450
168,185,58185,3377,3532,5510,1065,21,117,0,110,499,436,377,586,359,114,57,606,2475,408,641,148,62,46,1409,98,116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,24230
169,9062,68707,5614,4534,8585,483,75,512,10,191,1863,608,558,1484,915,650,792,233,1969,513,3678,1582,664,151,149,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,10560
170,24914,76962,2165,2540,3697,268,5,582,1,49,406,359,216,593,409,199,368,12,382,77,1254,798,464,270,15,49,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,20250
171,17689,78848,18912,19639,12752,19923,160,2734,23,1644,3829,2201,1106,2950,2980,1929,1797,3900,7129,941,7965,4489,2804,846,2745,568,403,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,9300
172,2934,28929,826,338,565,561,1,11,0,7,103,87,0,0,36,0,0,280,289,21,14,27,19,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,4180
173,188,30678,11212,10215,6599,12043,31,117,27,2213,2800,1527,768,794,406,58,84,5018,6040,526,1052,432,38,69,3836,339,499,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2730
174,459,34819,25923,27844,39691,10209,216,692,16,1830,7889,4615,2438,3949,1544,297,359,5885,17985,1785,5020,1856,438,567,9069,724,938,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9300
175,5280,47151,6244,5806,9361,1525,24,444,4,350,1876,1266,633,1499,689,287,299,689,3406,913,2670,828,476,216,458,155,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8450
177,5681,19000,3295,2639,1786,3540,23,291,4,111,593,127,94,207,42,0,35,584,963,66,440,162,0,27,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,46320
178,259,35738,15731,14438,18765,630,733,198,22,8570,3595,2250,1079,1699,658,188,141,6674,8398,843,1152,476,238,86,5866,342,1213,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,31930
179,105,40443,2264,2295,4496,10,6,5,2,6,498,427,218,242,171,47,22,511,1804,154,366,161,13,21,761,59,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,19400
180,4356,16069,4329,2443,2661,3706,33,205,4,45,1759,394,202,203,76,34,57,874,2800,232,406,295,97,62,463,0,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,47140
181,35981,95369,24484,26644,34316,7741,154,5036,29,1921,3932,2493,1817,4387,3869,2529,5362,3223,8155,1324,13641,8836,4882,1518,2828,2556,435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,16700
182,96,37380,9967,10849,13722,6008,57,154,17,672,2811,1885,1021,1503,509,175,130,3539,7368,1118,1483,496,135,54,3687,90,533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,25540
183,161,45724,7066,7500,11501,1560,109,45,5,1091,1401,1206,731,1352,360,217,42,2053,5365,900,1329,342,40,15,2562,233,347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,22680
184,88,46640,16039,16186,27949,235,2527,285,13,97,3429,2861,1425,3181,1362,343,286,1606,10032,2441,4254,1748,219,332,4828,518,744,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,30790
185,4535,23090,10108,11588,10384,10047,45,530,15,227,4243,1389,707,917,448,197,255,1811,4710,518,2734,931,348,184,1701,216,267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,13280
186,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,12060
187,8320,64093,13839,2954,8704,6649,36,310,4,907,651,367,410,634,444,212,317,2413,3778,446,1389,651,197,206,165,2,114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,19870
188,693,25875,677,378,683,233,11,55,0,58,271,123,49,26,42,0,45,179,355,25,120,79,20,13,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,2040
189,13158,27465,7846,9126,5794,8982,53,1525,11,143,4218,1491,1020,1428,559,175,101,2050,3468,501,2363,1223,923,493,1598,96,232,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10740
190,128,46279,16007,15887,18009,3740,709,895,344,5898,3683,1807,1361,2756,1239,300,96,3568,12234,1855,1287,795,56,72,6470,317,671,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,790
191,3153,77156,11025,12233,20392,1106,21,894,5,292,737,1498,1444,2218,1676,1032,825,581,4713,916,5775,2976,755,530,3265,928,378,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,31470
192,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10590
